nome,partido,uf,ano,pla ,par ,vnp ,dp ,pp ,aup ,aNj ,pcom ,ajcom ,aNjcom 
SILVIO SERAFIM COSTA FILHO,REPUBLICANOS,PE,2020,33,1,388,57,94,7,1,171,5,59
SILVIO SERAFIM COSTA FILHO,REPUBLICANOS,PE,2021,105,25,718,46,116,2,14,170,5,56
SILVIO SERAFIM COSTA FILHO,REPUBLICANOS,PE,2022,24,2,340,5,63,5,7,29,2,6
TÚLIO GADÊLHA SALES DE MELO,REDE,PE,2019,107,12,298,11,104,7,2,348,12,111
TÚLIO GADÊLHA SALES DE MELO,REDE,PE,2020,242,0,393,1,98,2,2,285,26,118
TÚLIO GADÊLHA SALES DE MELO,REDE,PE,2021,167,5,703,4,125,6,1,277,26,120
TÚLIO GADÊLHA SALES DE MELO,REDE,PE,2022,97,0,319,75,68,7,0,44,16,44
WOLNEY QUEIROZ MACIEL,PDT,PE,2019,201,0,0,4,106,0,7,29,0,57
WOLNEY QUEIROZ MACIEL,PDT,PE,2020,1009,0,394,166,100,2,0,33,9,61
WOLNEY QUEIROZ MACIEL,PDT,PE,2021,1118,3,758,159,126,6,0,33,9,61
WOLNEY QUEIROZ MACIEL,PDT,PE,2022,58,0,347,31,69,6,0,2,2,25
ÁTILA FREITAS LIRA,PP,PI,2019,370,5,305,22,107,2,4,179,1,66
ÁTILA FREITAS LIRA,PP,PI,2020,3,0,394,8,99,3,0,145,2,79
ÁTILA FREITAS LIRA,PP,PI,2021,52,3,762,4,132,0,0,142,2,78
ÁTILA FREITAS LIRA,PP,PI,2022,27,2,289,8,61,10,4,4,0,12
FABIO ABREU COSTA,PSD,PI,2019,6,0,50,1,21,0,1,70,0,5
FABIO ABREU COSTA,PSD,PI,2020,13,0,282,0,49,1,1,164,1,28
FABIO ABREU COSTA,PSD,PI,2021,90,12,758,12,130,1,1,164,1,29
FABIO ABREU COSTA,PSD,PI,2022,26,0,354,5,73,0,2,46,0,9
FLÁVIO RODRIGUES NOGUEIRA,PT,PI,2019,227,3,319,23,107,6,0,291,7,8
FLÁVIO RODRIGUES NOGUEIRA,PT,PI,2020,28,0,394,7,99,3,0,208,3,49
FLÁVIO RODRIGUES NOGUEIRA,PT,PI,2021,44,3,762,15,129,3,0,200,3,49
FLÁVIO RODRIGUES NOGUEIRA,PT,PI,2022,26,3,356,13,74,1,0,35,0,3
JÚLIO CÉSAR DE CARVALHO LIMA,PSD,PI,2019,185,3,301,69,101,10,2,113,2,46
JÚLIO CÉSAR DE CARVALHO LIMA,PSD,PI,2020,33,1,394,70,99,3,0,92,1,26
JÚLIO CÉSAR DE CARVALHO LIMA,PSD,PI,2021,98,27,762,61,128,0,4,91,1,26
JÚLIO CÉSAR DE CARVALHO LIMA,PSD,PI,2022,43,16,351,22,69,4,2,27,1,1
MARCOS AURÉLIO SAMPAIO,PSD,PI,2019,77,0,305,0,108,1,4,84,6,111
MARCOS AURÉLIO SAMPAIO,PSD,PI,2020,2,0,394,0,98,3,1,53,5,116
MARCOS AURÉLIO SAMPAIO,PSD,PI,2021,18,1,736,4,119,0,13,53,5,117
MARCOS AURÉLIO SAMPAIO,PSD,PI,2022,4,0,333,0,70,3,2,3,5,38
MARGARETE COELHO,PP,PI,2019,256,46,296,16,101,9,3,226,24,66
MARGARETE COELHO,PP,PI,2020,81,1,375,40,101,1,0,193,20,103
MARGARETE COELHO,PP,PI,2021,173,11,748,44,126,1,5,191,20,98
MARGARETE COELHO,PP,PI,2022,26,1,305,7,64,7,4,55,5,14
MARINA SANTOS BATISTA DIAS,REPUBLICANOS,PI,2019,132,5,312,1,110,2,1,96,1,61
MARINA SANTOS BATISTA DIAS,REPUBLICANOS,PI,2020,24,1,394,1,101,1,0,124,1,49
MARINA SANTOS BATISTA DIAS,REPUBLICANOS,PI,2021,64,5,762,3,131,0,1,125,1,49
MARINA SANTOS BATISTA DIAS,REPUBLICANOS,PI,2022,20,3,348,0,73,2,0,6,1,10
MERLONG SOLANO NOGUEIRA,PT,PI,2019,110,0,62,7,29,3,0,78,2,41
MERLONG SOLANO NOGUEIRA,PT,PI,2020,78,0,230,8,41,0,1,191,7,76
MERLONG SOLANO NOGUEIRA,PT,PI,2021,160,22,762,48,132,0,0,192,7,77
MERLONG SOLANO NOGUEIRA,PT,PI,2022,45,6,341,33,66,7,2,41,5,11
PAES LANDIM,UNIÃO,PI,2019,52,0,197,50,60,1,1,14,6,37
PAES LANDIM,UNIÃO,PI,2020,8,0,110,17,48,3,0,0,17,18
PAES LANDIM,UNIÃO,PI,2021,0,0,0,0,0,0,0,0,17,13
PAES LANDIM,UNIÃO,PI,2022,2,0,119,29,34,17,0,0,17,13
REJANE DIAS ,PT,PI,2019,279,4,262,22,100,13,0,253,22,23
REJANE DIAS ,PT,PI,2020,450,0,392,19,96,5,1,298,1,100
REJANE DIAS ,PT,PI,2021,467,22,762,42,132,0,0,292,0,101
REJANE DIAS ,PT,PI,2022,174,9,341,9,73,0,2,59,0,25
 FILIPE BARROS BAPTISTA DE TOLEDO RIBEIRO,PL,PR,2019,85,1,308,48,99,5,9,123,11,110
 FILIPE BARROS BAPTISTA DE TOLEDO RIBEIRO,PL,PR,2020,50,0,391,2,91,6,5,106,7,95
 FILIPE BARROS BAPTISTA DE TOLEDO RIBEIRO,PL,PR,2021,137,20,759,9,120,5,7,107,7,95
 FILIPE BARROS BAPTISTA DE TOLEDO RIBEIRO,PL,PR,2022,83,0,320,8,65,6,4,9,1,12
 GILSON CARDOSO FAHUR,PSD,PR,2019,228,2,323,1,110,3,0,101,1,2
 GILSON CARDOSO FAHUR,PSD,PR,2020,8,0,394,1,102,0,0,82,0,3
 GILSON CARDOSO FAHUR,PSD,PR,2021,43,3,762,0,131,0,1,82,0,3
 GILSON CARDOSO FAHUR,PSD,PR,2022,32,2,356,3,75,0,0,20,0,1
 LUIZ GOULARTE ALVES,SOLIDARIEDADE,PR,2019,303,24,324,52,111,2,0,332,2,13
 LUIZ GOULARTE ALVES,SOLIDARIEDADE,PR,2020,66,0,394,34,100,1,1,347,3,13
 LUIZ GOULARTE ALVES,SOLIDARIEDADE,PR,2021,85,21,762,38,131,1,0,344,3,13
 LUIZ GOULARTE ALVES,SOLIDARIEDADE,PR,2022,59,17,342,12,68,6,1,62,3,1
 LUIZ HILOSHI NISHIMORI,PSD,PR,2019,104,4,283,5,91,21,1,105,17,28
 LUIZ HILOSHI NISHIMORI,PSD,PR,2020,16,0,389,3,100,2,0,93,8,35
 LUIZ HILOSHI NISHIMORI,PSD,PR,2021,31,0,747,2,127,4,1,93,8,35
 LUIZ HILOSHI NISHIMORI,PSD,PR,2022,12,1,296,4,57,15,3,19,5,6
 MARCO AURELIO RIBEIRO,PP ,PR,2019,0,0,0,0,0,0,0,0,0,0
 MARCO AURELIO RIBEIRO,PP ,PR,2020,0,0,0,0,0,0,0,5,0,7
 MARCO AURELIO RIBEIRO,PP ,PR,2021,0,0,0,0,0,0,0,5,0,7
 MARCO AURELIO RIBEIRO,PP ,PR,2022,6,0,47,2,21,0,2,5,0,7
 NEY LEPREVOST NETO,UNIÃO,PR,2019,7,0,0,0,1,0,0,0,0,0
 NEY LEPREVOST NETO,UNIÃO,PR,2020,31,0,99,1,27,2,0,47,4,0
 NEY LEPREVOST NETO,UNIÃO,PR,2021,0,0,0,0,0,0,0,47,4,0
 NEY LEPREVOST NETO,UNIÃO,PR,2022,56,0,188,25,42,6,1,47,4,0
 OSMAR JOSÉ SERRAGLIO,PP,PR,2019,2,1,0,0,0,0,0,0,0,0
 OSMAR JOSÉ SERRAGLIO,PP,PR,2020,0,0,0,0,0,0,0,18,1,3
 OSMAR JOSÉ SERRAGLIO,PP,PR,2021,4,0,204,0,44,0,0,18,1,3
 OSMAR JOSÉ SERRAGLIO,PP,PR,2022,17,0,341,0,73,2,0,18,1,3
 PAULO EDUARDO LIMA MARTINS,PL,PR,2019,76,5,320,19,112,1,0,279,6,53
 PAULO EDUARDO LIMA MARTINS,PL,PR,2020,28,0,394,7,102,0,0,183,0,35
 PAULO EDUARDO LIMA MARTINS,PL,PR,2021,133,44,761,4,130,0,2,182,0,29
 PAULO EDUARDO LIMA MARTINS,PL,PR,2022,40,0,354,7,74,0,1,20,0,0
ALIEL MACHADO BARK,PV,PR,2019,297,3,322,106,113,0,0,240,4,91
ALIEL MACHADO BARK,PV,PR,2020,91,1,392,23,101,1,0,117,7,83
ALIEL MACHADO BARK,PV,PR,2021,107,22,751,23,126,2,4,113,6,79
ALIEL MACHADO BARK,PV,PR,2022,15,3,347,28,71,4,0,23,4,16
ALINE SLEUTJES,PROS,PR,2019,116,6,195,16,80,33,0,115,38,6
ALINE SLEUTJES,PROS,PR,2020,62,2,394,39,102,0,0,85,8,14
ALINE SLEUTJES,PROS,PR,2021,171,9,751,31,129,2,1,82,8,14
ALINE SLEUTJES,PROS,PR,2022,40,3,293,22,64,11,0,19,7,5
ANTONIO WANDSCHEER,PROS ,PR,2019,293,4,283,13,97,16,0,68,5,19
ANTONIO WANDSCHEER,PROS ,PR,2020,12,0,370,0,89,12,1,53,1,14
ANTONIO WANDSCHEER,PROS ,PR,2021,58,2,750,0,126,3,3,53,1,14
ANTONIO WANDSCHEER,PROS ,PR,2022,6,0,316,0,65,4,6,2,0,0
CHRISTIANE DE SOUZA YARED,PP,PR,2019,293,17,322,11,110,3,0,167,1,29
CHRISTIANE DE SOUZA YARED,PP,PR,2020,8,0,394,3,102,0,0,153,6,31
CHRISTIANE DE SOUZA YARED,PP,PR,2021,105,39,762,7,130,1,1,152,6,32
CHRISTIANE DE SOUZA YARED,PP,PR,2022,34,0,315,4,66,9,0,22,6,3
DIEGO ALEXSANDER GONCALO PAULA GARCIA,REPUBLICANOS ,PR,2019,534,54,316,24,111,1,1,644,12,103
DIEGO ALEXSANDER GONCALO PAULA GARCIA,REPUBLICANOS ,PR,2020,56,0,394,0,102,0,0,581,3,138
DIEGO ALEXSANDER GONCALO PAULA GARCIA,REPUBLICANOS ,PR,2021,234,61,762,20,132,0,0,580,3,138
DIEGO ALEXSANDER GONCALO PAULA GARCIA,REPUBLICANOS ,PR,2022,124,22,336,10,72,3,0,109,3,31
ENIO JOSÉ VERRI,PT,PR,2019,239,3,274,42,99,14,0,101,15,21
ENIO JOSÉ VERRI,PT,PR,2020,1564,0,389,110,98,4,0,105,1,22
ENIO JOSÉ VERRI,PT,PR,2021,412,0,760,99,130,2,0,105,1,22
ENIO JOSÉ VERRI,PT,PR,2022,38,1,347,19,72,2,1,30,0,4
FERNANDO LÚCIO GIACOBO,PL,PR,2019,59,0,228,0,70,43,0,7,18,67
FERNANDO LÚCIO GIACOBO,PL,PR,2020,1,0,393,0,95,6,1,18,1,76
FERNANDO LÚCIO GIACOBO,PL,PR,2021,11,1,745,0,121,0,11,18,1,76
FERNANDO LÚCIO GIACOBO,PL,PR,2022,7,1,331,0,69,1,5,11,1,7
GLEISI HELENA HOFFMANN,PT,PR,2019,273,0,258,52,86,27,0,91,28,66
GLEISI HELENA HOFFMANN,PT,PR,2020,219,0,387,35,94,8,0,93,8,32
GLEISI HELENA HOFFMANN,PT,PR,2021,227,0,746,52,129,3,0,93,8,32
GLEISI HELENA HOFFMANN,PT,PR,2022,43,0,260,8,58,22,0,3,1,4
GUSTAVO BONATO FRUET,PDT,PR,2019,238,14,319,7,111,2,0,184,3,2
GUSTAVO BONATO FRUET,PDT,PR,2020,65,1,394,12,102,0,0,143,0,6
GUSTAVO BONATO FRUET,PDT,PR,2021,119,25,762,19,132,0,0,139,0,5
GUSTAVO BONATO FRUET,PDT,PR,2022,43,9,354,13,75,0,0,22,0,4
HERMES PARCIANELLO,MDB ,PR,2019,129,0,310,1,113,0,0,21,0,65
HERMES PARCIANELLO,MDB ,PR,2020,1,0,392,0,96,5,1,0,0,61
HERMES PARCIANELLO,MDB ,PR,2021,125,0,748,0,128,0,4,0,0,62
HERMES PARCIANELLO,MDB ,PR,2022,3,0,323,2,61,5,9,0,0,18
JOSE AROLDO SOUZA MARTINS,REPUBLICANOS,PR,2019,290,7,308,21,103,9,1,190,21,125
JOSE AROLDO SOUZA MARTINS,REPUBLICANOS,PR,2020,32,0,394,18,101,1,0,145,5,154
JOSE AROLDO SOUZA MARTINS,REPUBLICANOS,PR,2021,62,8,743,25,126,2,4,145,5,154
JOSE AROLDO SOUZA MARTINS,REPUBLICANOS,PR,2022,29,1,323,2,69,3,3,11,2,8
JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA,PT,PR,2019,334,1,265,62,102,10,1,118,21,47
JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA,PT,PR,2020,157,0,394,30,98,2,2,93,11,52
JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA,PT,PR,2021,129,1,745,43,128,0,4,89,11,52
JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA,PT,PR,2022,30,0,326,6,58,10,7,7,4,16
LEANDRE DAL PONTE,PSD,PR,2019,276,8,276,51,87,26,0,180,35,75
LEANDRE DAL PONTE,PSD,PR,2020,108,0,384,21,95,5,2,189,5,178
LEANDRE DAL PONTE,PSD,PR,2021,187,28,762,18,132,0,0,189,4,178
LEANDRE DAL PONTE,PSD,PR,2022,45,3,314,7,63,10,2,26,4,19
LUCIANO DUCCI,PSB,PR,2019,206,6,297,1,96,2,15,141,3,121
LUCIANO DUCCI,PSB,PR,2020,99,0,394,0,96,5,1,93,0,104
LUCIANO DUCCI,PSB,PR,2021,92,6,741,2,129,0,3,91,0,105
LUCIANO DUCCI,PSB,PR,2022,25,3,319,0,66,0,9,24,0,16
LUIS FELIPE BONATTO FRANCISCHINI,UNIÃO,PR,2019,167,51,318,8,109,1,3,166,3,56
LUIS FELIPE BONATTO FRANCISCHINI,UNIÃO,PR,2020,94,1,394,22,97,5,0,88,1,72
LUIS FELIPE BONATTO FRANCISCHINI,UNIÃO,PR,2021,42,5,762,0,130,0,2,88,1,79
LUIS FELIPE BONATTO FRANCISCHINI,UNIÃO,PR,2022,15,0,351,0,70,2,3,21,1,25
LUISA CANZIANI DOS SANTOS SILVEIRA,PSD,PR,2019,303,10,286,13,100,9,4,125,16,97
LUISA CANZIANI DOS SANTOS SILVEIRA,PSD,PR,2020,88,2,394,14,101,0,1,109,7,161
LUISA CANZIANI DOS SANTOS SILVEIRA,PSD,PR,2021,131,19,720,32,121,1,10,106,4,157
LUISA CANZIANI DOS SANTOS SILVEIRA,PSD,PR,2022,33,1,330,25,67,0,8,17,0,45
NELSI COGUETTO MARIA,PL,PR,2019,258,5,322,58,104,5,4,102,29,61
NELSI COGUETTO MARIA,PL,PR,2020,19,1,394,10,98,3,1,67,11,66
NELSI COGUETTO MARIA,PL,PR,2021,47,3,663,12,120,8,4,68,11,65
NELSI COGUETTO MARIA,PL,PR,2022,21,1,342,7,69,3,3,16,0,1
PEDRO DEBONI LUPION MELLO,PP ,PR,2019,181,33,315,26,104,3,6,287,4,45
PEDRO DEBONI LUPION MELLO,PP ,PR,2020,93,1,394,21,102,0,0,231,4,55
PEDRO DEBONI LUPION MELLO,PP ,PR,2021,109,22,755,4,123,1,8,227,4,55
PEDRO DEBONI LUPION MELLO,PP ,PR,2022,42,5,285,5,64,8,3,52,1,6
RICARDO JOSÉ MAGALHÃES BARROS,PP,PR,2019,57,6,292,26,98,7,8,122,7,38
RICARDO JOSÉ MAGALHÃES BARROS,PP,PR,2020,14,0,383,39,96,5,1,140,8,95
RICARDO JOSÉ MAGALHÃES BARROS,PP,PR,2021,37,0,744,105,129,3,0,139,8,97
RICARDO JOSÉ MAGALHÃES BARROS,PP,PR,2022,27,0,336,32,70,5,0,22,2,10
RUBENS BUENO,CIDADANIA,PR,2019,381,16,299,24,98,15,0,197,16,12
RUBENS BUENO,CIDADANIA,PR,2020,82,3,394,80,99,3,0,196,1,12
RUBENS BUENO,CIDADANIA,PR,2021,120,9,762,15,131,1,0,196,1,12
RUBENS BUENO,CIDADANIA,PR,2022,36,1,354,2,74,0,1,54,0,5
SANDRO ALEX CRUZ DE OLIVEIRA,PSD,PR,2019,1,0,0,0,1,0,0,0,0,0
SANDRO ALEX CRUZ DE OLIVEIRA,PSD,PR,2020,0,0,0,0,0,0,0,28,0,7
SANDRO ALEX CRUZ DE OLIVEIRA,PSD,PR,2021,0,0,0,0,0,0,0,28,0,7
SANDRO ALEX CRUZ DE OLIVEIRA,PSD,PR,2022,5,0,215,15,48,0,3,28,0,7
SERGIO DE SOUZA,MDB ,PR,2019,118,22,302,12,108,3,2,100,2,29
SERGIO DE SOUZA,MDB ,PR,2020,11,0,387,7,99,1,2,57,0,3
SERGIO DE SOUZA,MDB ,PR,2021,27,0,733,8,123,2,7,57,0,2
SERGIO DE SOUZA,MDB ,PR,2022,16,2,329,1,68,3,4,19,0,0
 LOURIVAL GOMES DE ALMEIDA,PP,RJ,2021,9,0,744,0,128,1,3,122,2,21
ALESSANDRO LUCCIOLA MOLON,PSB,RJ,2019,273,0,277,109,105,8,0,11,5,27
ALESSANDRO LUCCIOLA MOLON,PSB,RJ,2020,1148,0,392,250,97,5,0,18,2,34
ALESSANDRO LUCCIOLA MOLON,PSB,RJ,2021,211,0,758,145,127,5,0,19,1,30
ALESSANDRO LUCCIOLA MOLON,PSB,RJ,2022,24,0,354,15,74,0,1,9,0,21
ALTINEU CÔRTES FREITAS COUTINHO,PL,RJ,2019,191,3,294,6,99,5,9,119,2,56
ALTINEU CÔRTES FREITAS COUTINHO,PL,RJ,2020,1,0,153,0,16,0,1,19,2,22
ALTINEU CÔRTES FREITAS COUTINHO,PL,RJ,2021,24,1,711,8,119,3,10,19,2,22
ALTINEU CÔRTES FREITAS COUTINHO,PL,RJ,2022,223,1,325,10,59,16,0,0,0,0
ANTÔNIO DA LUZ FURTADO,UNIÃO,RJ,2019,206,9,299,24,107,6,0,294,5,55
ANTÔNIO DA LUZ FURTADO,UNIÃO,RJ,2020,21,0,394,1,102,0,0,238,8,46
ANTÔNIO DA LUZ FURTADO,UNIÃO,RJ,2021,76,14,761,2,131,1,0,238,8,47
ANTÔNIO DA LUZ FURTADO,UNIÃO,RJ,2022,48,13,354,13,73,1,1,59,6,9
AUREO LIDIO MOREIRA RIBEIRO,SOLIDARIEDADE,RJ,2019,423,34,295,5,99,9,5,256,8,33
AUREO LIDIO MOREIRA RIBEIRO,SOLIDARIEDADE,RJ,2020,55,1,389,3,98,2,2,193,0,17
AUREO LIDIO MOREIRA RIBEIRO,SOLIDARIEDADE,RJ,2021,204,29,759,4,129,0,3,190,0,13
AUREO LIDIO MOREIRA RIBEIRO,SOLIDARIEDADE,RJ,2022,80,20,335,1,70,1,4,38,0,3
BENEDITA SOUZA DA SILVA SAMPAIO,PT,RJ,2019,337,17,276,183,105,5,3,179,8,96
BENEDITA SOUZA DA SILVA SAMPAIO,PT,RJ,2020,273,1,367,76,98,4,0,123,41,105
BENEDITA SOUZA DA SILVA SAMPAIO,PT,RJ,2021,344,24,700,135,119,12,1,125,43,105
BENEDITA SOUZA DA SILVA SAMPAIO,PT,RJ,2022,69,7,116,27,28,46,1,20,17,9
Carlos Roberto Coelho de Mattos Júnior,PL,RJ,2019,70,4,323,41,108,1,4,193,0,2
Carlos Roberto Coelho de Mattos Júnior,PL,RJ,2020,30,0,391,15,100,1,1,186,0,3
Carlos Roberto Coelho de Mattos Júnior,PL,RJ,2021,98,22,762,77,126,0,6,186,0,3
Carlos Roberto Coelho de Mattos Júnior,PL,RJ,2022,12,0,333,19,68,3,4,10,0,0
CHRISTIANE NOGUEIRA DOS REIS TONIETTO,PL,RJ,2019,167,22,322,28,110,3,0,392,12,1
CHRISTIANE NOGUEIRA DOS REIS TONIETTO,PL,RJ,2020,73,0,297,3,93,9,0,391,15,9
CHRISTIANE NOGUEIRA DOS REIS TONIETTO,PL,RJ,2021,150,12,614,2,101,28,3,387,15,9
CHRISTIANE NOGUEIRA DOS REIS TONIETTO,PL,RJ,2022,62,0,347,7,71,2,2,46,4,8
CHRISTINO AUREO DA SILVA,PP,RJ,2019,185,1,314,22,102,9,2,239,6,40
CHRISTINO AUREO DA SILVA,PP,RJ,2020,63,1,394,25,101,1,0,243,8,16
CHRISTINO AUREO DA SILVA,PP,RJ,2021,173,10,744,38,129,2,1,243,8,15
CHRISTINO AUREO DA SILVA,PP,RJ,2022,56,5,333,25,70,5,0,20,7,5
CLARISSA BARROS ASSED MATHEUS DE OLIVEIRA,UNIÃO,RJ,2019,234,9,284,17,104,2,7,128,1,52
CLARISSA BARROS ASSED MATHEUS DE OLIVEIRA,UNIÃO,RJ,2020,45,0,383,15,97,5,0,98,2,31
CLARISSA BARROS ASSED MATHEUS DE OLIVEIRA,UNIÃO,RJ,2021,20,2,751,1,126,3,3,97,2,31
CLARISSA BARROS ASSED MATHEUS DE OLIVEIRA,UNIÃO,RJ,2022,19,2,353,8,71,0,4,31,0,9
DANIEL LUCIO DA SILVEIRA,PTB,RJ,2019,185,6,323,35,108,4,1,218,7,105
DANIEL LUCIO DA SILVEIRA,PTB,RJ,2020,50,0,345,0,88,10,4,159,5,144
DANIEL LUCIO DA SILVEIRA,PTB,RJ,2021,50,0,370,3,66,14,52,154,5,146
DANIEL LUCIO DA SILVEIRA,PTB,RJ,2022,26,4,354,11,74,1,0,73,1,39
DANIELA MOTE DE SOUZA CARNEIRO,UNIÃO,RJ,2019,234,3,297,11,100,13,0,184,11,53
DANIELA MOTE DE SOUZA CARNEIRO,UNIÃO,RJ,2020,32,1,380,5,95,7,0,182,14,34
DANIELA MOTE DE SOUZA CARNEIRO,UNIÃO,RJ,2021,59,7,742,3,126,3,3,179,14,34
DANIELA MOTE DE SOUZA CARNEIRO,UNIÃO,RJ,2022,25,3,325,1,64,10,1,31,9,6
DAVID MICHAEL DOS SANTOS MIRANDA,PDT,RJ,2019,235,1,264,51,87,22,4,118,7,26
DAVID MICHAEL DOS SANTOS MIRANDA,PDT,RJ,2020,433,0,391,8,98,4,0,127,12,40
DAVID MICHAEL DOS SANTOS MIRANDA,PDT,RJ,2021,237,0,729,3,120,8,4,127,12,40
DAVID MICHAEL DOS SANTOS MIRANDA,PDT,RJ,2022,46,1,312,13,62,6,7,22,3,7
FABIANA SILVA DE SOUZA,PL,RJ,2019,41,5,202,2,63,14,8,170,20,37
FABIANA SILVA DE SOUZA,PL,RJ,2020,112,0,391,13,100,1,1,258,5,13
FABIANA SILVA DE SOUZA,PL,RJ,2021,128,3,744,1,126,1,5,258,5,13
FABIANA SILVA DE SOUZA,PL,RJ,2022,59,1,309,0,63,7,5,16,4,0
FELÍCIO LATERÇA DE ALMEIDA,PP,RJ,2019,107,8,279,11,101,12,0,434,18,9
FELÍCIO LATERÇA DE ALMEIDA,PP,RJ,2020,32,0,394,25,101,1,0,526,7,8
FELÍCIO LATERÇA DE ALMEIDA,PP,RJ,2021,125,18,758,3,131,1,0,525,7,9
FELÍCIO LATERÇA DE ALMEIDA,PP,RJ,2022,55,3,334,20,68,7,0,73,6,5
FRANCISCO JOSÉ D'ANGELO PINTO,PDT,RJ,2019,193,11,289,21,94,16,3,143,13,89
FRANCISCO JOSÉ D'ANGELO PINTO,PDT,RJ,2020,29,0,394,20,98,3,1,154,2,174
FRANCISCO JOSÉ D'ANGELO PINTO,PDT,RJ,2021,110,7,757,13,126,0,6,155,2,172
FRANCISCO JOSÉ D'ANGELO PINTO,PDT,RJ,2022,73,10,338,20,67,3,5,31,2,25
GELSON DE AZEVEDO ALMEIDA,PL,RJ,2019,320,1,319,17,108,3,2,97,1,26
GELSON DE AZEVEDO ALMEIDA,PL,RJ,2020,1,0,375,0,95,6,1,68,0,36
GELSON DE AZEVEDO ALMEIDA,PL,RJ,2021,8,0,728,0,126,3,3,68,0,37
GELSON DE AZEVEDO ALMEIDA,PL,RJ,2022,4,0,354,0,71,0,4,13,0,11
GLAUBER DE MEDEIROS BRAGA,PSOL,RJ,2019,357,3,323,182,108,5,0,283,11,29
GLAUBER DE MEDEIROS BRAGA,PSOL,RJ,2020,281,0,394,135,102,0,0,209,6,51
GLAUBER DE MEDEIROS BRAGA,PSOL,RJ,2021,212,1,758,87,131,1,0,210,6,52
GLAUBER DE MEDEIROS BRAGA,PSOL,RJ,2022,97,0,348,111,72,3,0,36,3,9
GUTEMBERG REIS DE OLIVEIRA,MDB,RJ,2019,308,2,310,1,105,5,3,135,2,77
GUTEMBERG REIS DE OLIVEIRA,MDB,RJ,2020,20,1,354,2,97,4,1,90,1,81
GUTEMBERG REIS DE OLIVEIRA,MDB,RJ,2021,36,1,740,1,125,0,7,84,0,75
GUTEMBERG REIS DE OLIVEIRA,MDB,RJ,2022,14,0,345,0,63,0,12,19,0,17
HELIO FERNANDO BARBOSA LOPES,PL,RJ,2019,82,2,287,3,90,18,5,102,15,59
HELIO FERNANDO BARBOSA LOPES,PL,RJ,2020,29,0,392,0,101,1,0,94,28,91
HELIO FERNANDO BARBOSA LOPES,PL,RJ,2021,125,2,693,7,117,11,4,94,28,92
HELIO FERNANDO BARBOSA LOPES,PL,RJ,2022,24,0,341,1,68,2,5,11,2,11
HUGO LEAL MELO DA SILVA,PSD,RJ,2019,316,10,319,17,106,6,1,373,15,37
HUGO LEAL MELO DA SILVA,PSD,RJ,2020,178,2,383,32,97,3,2,239,5,99
HUGO LEAL MELO DA SILVA,PSD,RJ,2021,218,13,739,14,127,3,2,231,3,97
HUGO LEAL MELO DA SILVA,PSD,RJ,2022,64,4,350,4,67,2,6,53,1,27
JANDIRA FEGHALI,PCdoB,RJ,2019,291,8,303,222,96,17,0,113,40,114
JANDIRA FEGHALI,PCdoB,RJ,2020,263,1,392,235,101,1,0,180,0,156
JANDIRA FEGHALI,PCdoB,RJ,2021,264,31,762,342,132,0,0,181,0,159
JANDIRA FEGHALI,PCdoB,RJ,2022,58,8,354,106,74,0,1,36,0,23
JOÃO CARLOS SOARES GURGEL,PL,RJ,2019,146,24,285,27,102,11,0,276,10,16
JOÃO CARLOS SOARES GURGEL,PL,RJ,2020,48,1,394,17,98,4,0,113,1,12
JOÃO CARLOS SOARES GURGEL,PL,RJ,2021,63,5,761,25,129,3,0,112,0,11
JOÃO CARLOS SOARES GURGEL,PL,RJ,2022,43,4,354,19,74,0,1,33,0,9
JOÃO FRANCISCO INÁCIO BRAZÃO,UNIÃO,RJ,2019,402,2,317,29,107,6,0,197,1,20
JOÃO FRANCISCO INÁCIO BRAZÃO,UNIÃO,RJ,2020,18,0,394,9,99,2,1,128,0,12
JOÃO FRANCISCO INÁCIO BRAZÃO,UNIÃO,RJ,2021,68,0,750,8,128,0,4,128,0,12
JOÃO FRANCISCO INÁCIO BRAZÃO,UNIÃO,RJ,2022,6,0,330,2,67,0,8,39,0,2
JONES BARBOSA DE MOURA,PSD,RJ,2019,0,0,0,0,0,0,0,0,0,0
JONES BARBOSA DE MOURA,PSD,RJ,2020,0,0,0,0,0,0,0,109,0,8
JONES BARBOSA DE MOURA,PSD,RJ,2021,7,1,230,16,44,0,2,109,0,8
JONES BARBOSA DE MOURA,PSD,RJ,2022,23,3,356,42,74,0,1,71,0,0
JORGE BRAZ DE OLIVEIRA,REPUBLICANOS,RJ,2019,245,4,266,7,86,27,0,126,46,29
JORGE BRAZ DE OLIVEIRA,REPUBLICANOS,RJ,2020,2,0,364,1,96,6,0,39,3,10
JORGE BRAZ DE OLIVEIRA,REPUBLICANOS,RJ,2021,33,9,740,0,125,7,0,38,3,10
JORGE BRAZ DE OLIVEIRA,REPUBLICANOS,RJ,2022,22,6,330,0,72,2,1,6,0,7
JOZIEL FERREIRA CARLOS,PATRIOTA,RJ,2019,127,5,314,18,111,1,1,126,0,64
JOZIEL FERREIRA CARLOS,PATRIOTA,RJ,2020,32,0,394,5,99,3,0,147,0,45
